Date,Time,Location,Operator,Route,AC Type,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,time_of_day,Fatalities_degree,date_time,year,month,Season,all_died,time_period,reasons
12/30/1989,22:30,Milford Sound,Air Fiordland,Bicharest - Beogard,Cessna 207 / Cessna 207,5.0,4.0,1.0,5.0,4.0,1.0,0.0,"Midair collision. Five killed on ZA-DAX, ZK-DQF landed safely.",Afternoon,5-10 Fatalities,1989-12-30 22:30:00,1989,December,Winter,True,1985-1995,midair collision five killed on zadax zkdqf landed safely
01/02/1990,13:40,"Java Sea, Indonesia",Pelita Air Service,Palambang and Jakarta,CASA 212 Aviocar 200,16.0,13.0,3.0,9.0,7.0,2.0,0.0,Ditched into the Java Sea after experiencing mechanical problems with the right engine and being unable to maintain altitude. The crew shut down the engine and feathered the propeller but could not maintain altitude despite jettisoning luggage out of the aircraft.,Afternoon,5-10 Fatalities,1990-01-02 13:40:00,1990,January,Winter,False,1985-1995,ditched into the java sea after experiencing mechanical problems with the right engine and being unable to maintain altitude the crew shut down the engine and feathered the propeller but could not maintain altitude despite jettisoning luggage out of the aircraft
01/13/1990,12:56,"Near Pervouralsk, Russia",Aeroflot,Tyumen - Ufa,Tupolev TU-134A,71.0,65.0,6.0,27.0,23.0,4.0,0.0,A fire in the rear cargo hold and fire warning in both engines forced the plane to crash land in a snow laden field. The plane broke up after striking irrigation equipment. Short circuit in the electrical wiring.,Afternoon,20-50 Fatalities,1990-01-13 12:56:00,1990,January,Winter,False,1985-1995,a fire in the rear cargo hold and fire warning in both engines forced the plane to crash land in a snow laden field the plane broke up after striking irrigation equipment short circuit in the electrical wiring
01/15/1990,08:30,"Pico Blanco, Costa Rica",SANSA,San Jose - Palmar Sur,CASA 212 Aviocar 200,23.0,20.0,3.0,23.0,20.0,3.0,0.0,"Crashed about 4,500 feet up on 7,250 ft. Pico Blanco Mountain, 10 miles southwest of San Jose, five minutes after taking off in a driving rainstorm. Continued VFR flight into IFR condtions.  The aircraft was not  equipped with a GWPS.",Morning,20-50 Fatalities,1990-01-15 08:30:00,1990,January,Winter,True,1985-1995,crashed about 4500 feet up on 7250 ft pico blanco mountain 10 miles southwest of san jose five minutes after taking off in a driving rainstorm continued vfr flight into ifr condtions  the aircraft was not  equipped with a gwps
01/17/1990,07:19,"Near Leadville, Colorado",Federal Express,Denver - Montrose,Cessna 208A Caravan I Cargomaster,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"The cargo plane crashed into a 14,200 ft. Mount Massive 50 feet below the summit  while en route. Diversion of the pilot's attention, resulting in an in flight collision with terrain during normal cruise flight.",Morning,0-5 Fatalities,1990-01-17 07:19:00,1990,January,Winter,True,1985-1995,the cargo plane crashed into a 14200 ft mount massive 50 feet below the summit  while en route diversion of the pilots attention resulting in an in flight collision with terrain during normal cruise flight
01/23/1990,07:35,"Near Caracas, Venezuela",Military - Venezuelan Navy,Caracas - Puerto Ayancucho,CASA 212-200 Aviocar,25.0,22.0,3.0,25.0,22.0,3.0,0.0,"Crashed into El Junquito Hill 5 minutes after taking off and burned. Most likely cause was reduced visibility, rain and low overcast.",Morning,20-50 Fatalities,1990-01-23 07:35:00,1990,January,Winter,True,1985-1995,crashed into el junquito hill 5 minutes after taking off and burned most likely cause was reduced visibility rain and low overcast
01/25/1990,07:35,"Mt Rijani, Lombok Island, Indonesia",Airfast Services,Ujung Pandang - Selaparang,Hawker Siddeley HS-748-2A,19.0,16.0,3.0,19.0,16.0,3.0,0.0,"Crashed into Mt. Ringani after being diverted en route to Denpasair, Bali, due to bad weather.",Afternoon,10-20 Fatalities,1990-01-25 07:35:00,1990,January,Winter,True,1985-1995,crashed into mt ringani after being diverted en route to denpasair bali due to bad weather
01/25/1990,21:34,"Cove Neck, New York",AVIANCA,Medellin - New York City,Boeing B-707-321B,158.0,149.0,9.0,73.0,65.0,8.0,0.0,"The aircraft was put in a series of extended holding patterns as it approached New York.The crew informed ATC they were running out of fuel but did not declare an emergency and were cleared to land. After a missed approach and during  a go-around, the plane ran out of fuel and crashed in a wooded area. The captain speaking very little English and communicating through the first officer, at no time declared an emergency. The first officer used the term ""we need priority"" several times, rather than declaring an emergency. The ATC did not realize the peril of the aircraft. Failure of the crew to properly communicate the emergency situation to the ATC. Although blame was placed squarely on the crew there are several reasons why ATC should have  taken some responsibility for the accident. ATC was trying to land too many planes at once given the weather and number of missed approaches and aborted landing that were taking place. The plane was put in an extended holding pattern on three different occasions. The crew was not told of wind shear below 500 ft. which led to the aborted landing attempt. The plane was passed between three different controllers as it came out of its holding pattern to land. Each time the crew had to repeat their fuel situation.  The crew did say ""we are running out of fuel"" numerous times only to be taken on a wide circling pattern after the first attempt at landing was aborted. Although the major blame was placed on the crew, in the end, the FAA paid 40% of compensations to the passenger's families.",Evening,50-100 Fatalities,1990-01-25 21:34:00,1990,January,Winter,False,1985-1995,the aircraft was put in a series of extended holding patterns as it approached new yorkthe crew informed atc they were running out of fuel but did not declare an emergency and were cleared to land after a missed approach and during  a goaround the plane ran out of fuel and crashed in a wooded area the captain speaking very little english and communicating through the first officer at no time declared an emergency the first officer used the term we need priority several times rather than declaring an emergency the atc did not realize the peril of the aircraft failure of the crew to properly communicate the emergency situation to the atc although blame was placed squarely on the crew there are several reasons why atc should have  taken some responsibility for the accident atc was trying to land too many planes at once given the weather and number of missed approaches and aborted landing that were taking place the plane was put in an extended holding pattern on three different occasions the crew was not told of wind shear below 500 ft which led to the aborted landing attempt the plane was passed between three different controllers as it came out of its holding pattern to land each time the crew had to repeat their fuel situation  the crew did say we are running out of fuel numerous times only to be taken on a wide circling pattern after the first attempt at landing was aborted although the major blame was placed on the crew in the end the faa paid 40 of compensations to the passengers families
01/26/1990,21:34,"Zavkhan, Mongolia",MIAT - Mongolian Airlines,Ulan Bator - Uliastaj,Antonov AN-26V,30.0,25.0,5.0,30.0,25.0,5.0,0.0,The Antonov crashed after failing to find the destination airport at night.,Evening,20-50 Fatalities,1990-01-26 21:34:00,1990,January,Winter,True,1985-1995,the antonov crashed after failing to find the destination airport at night
01/27/1990,17:35,"Near Kinkala, Congo",Military - Congolese Air Force,Pointe-Noire - Brazzaville,Nord 262C-66,28.0,23.0,5.0,28.0,23.0,5.0,0.0,Rain and high winds caused the aircraft to crash 50 miles from it's destination of Brazzaville.,Afternoon,20-50 Fatalities,1990-01-27 17:35:00,1990,January,Winter,True,1985-1995,rain and high winds caused the aircraft to crash 50 miles from its destination of brazzaville
01/29/1990,02:00,"Burlington, Vermont",Airborne Express,"Burlington, VT - Albany, NY",Cessna 208B Caravan I,2.0,1.0,1.0,2.0,1.0,1.0,0.0,"In light snow, the cargo plane was unable to gain altitude and crashed into trees. The failure of the pilot to de-ice the airplane prior to departure, and his decision to make the takeoff at a weight that exceeded both the maximum structural takeoff weight and the reduced takeoff weight allowed for icing conditions resulting in an inadvertent stall.",Night,0-5 Fatalities,1990-01-29 02:00:00,1990,January,Winter,True,1985-1995,in light snow the cargo plane was unable to gain altitude and crashed into trees the failure of the pilot to deice the airplane prior to departure and his decision to make the takeoff at a weight that exceeded both the maximum structural takeoff weight and the reduced takeoff weight allowed for icing conditions resulting in an inadvertent stall
01/29/1990,20:33,"Plattsburgh, New York",Wiggins Airways,Plattsburgh - Syracuse,Cessna 208B Caravan I Super Cargomaster,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"The cargo plane took off at night in snow was unable to gain altitude, make a steep descent and crashed into trees. Loss of control in-flight after the airplane stalled during climbout. The stall resulted from a loss of lift due to a contaminated wing surface. Contributing to the accident was the failure of the pilot to de-ice the aircraft prior to departure.",Evening,0-5 Fatalities,1990-01-29 20:33:00,1990,January,Winter,True,1985-1995,the cargo plane took off at night in snow was unable to gain altitude make a steep descent and crashed into trees loss of control inflight after the airplane stalled during climbout the stall resulted from a loss of lift due to a contaminated wing surface contributing to the accident was the failure of the pilot to deice the aircraft prior to departure
02/05/1990,08:37,"Near Ibague, Colombia",Helicopteros Nacionales de Colombia,Bogota via Neiva - Ibague,Grumman G-159 Gulfstream I,15.0,11.0,4.0,15.0,11.0,4.0,0.0,"Struck Mt. El Saluda at 5,000 ft., near Image, after announcing a go-around with intentions of diverting to their alternate.",Morning,10-20 Fatalities,1990-02-05 08:37:00,1990,February,Winter,True,1985-1995,struck mt el saluda at 5000 ft near image after announcing a goaround with intentions of diverting to their alternate
02/12/1990,09:29,"Bauru, Brazil",TAM (Brazil),San Palo - Bauru - Aracatuba,Fokker 27 Friendship 200,40.0,36.0,4.0,2.0,1.0,1.0,2.0,"Crashed after an aborted landing following landing  too fast and 2/3rds down the runway. The pilot attempted a go-around, became airborne but stalled and crashed into houses and a car killing two people.",Morning,0-5 Fatalities,1990-02-12 09:29:00,1990,February,Winter,False,1985-1995,crashed after an aborted landing following landing  too fast and 23rds down the runway the pilot attempted a goaround became airborne but stalled and crashed into houses and a car killing two people
02/14/1990,13:03,"Near Bangalore, India",Indian Airlines,Bombay - Bangalore,Airbus A320-231,146.0,139.0,7.0,92.0,87.0,5.0,0.0,"On final approach, the aircraft descended below the normal approach profile until it hit the ground 2,300 ft. short and 200 ft. to the right of the runway centerline. The co-pilot's (in this case check captain's) flight director was left in the Open Descent Idle Mode instead of the Vertical Speed Mode, the prescribed setting for an approach and landing.The aircraft could not maintain the correct flight path at idle power. Failure of the crew to realize the gravity of the situation and respond immediately towards proper action of moving the throttles, even after the radio altitude call-outs.",Afternoon,50-100 Fatalities,1990-02-14 13:03:00,1990,February,Winter,False,1985-1995,on final approach the aircraft descended below the normal approach profile until it hit the ground 2300 ft short and 200 ft to the right of the runway centerline the copilots in this case check captains flight director was left in the open descent idle mode instead of the vertical speed mode the prescribed setting for an approach and landingthe aircraft could not maintain the correct flight path at idle power failure of the crew to realize the gravity of the situation and respond immediately towards proper action of moving the throttles even after the radio altitude callouts
